X,Y
0.046954761925470656,3.952236600743062
0.18789800436355142,6.370571546417061
0.20107546187493552,5.968350785529137
0.2021839744032572,3.9692157007421773
0.39187792254320675,7.467947238063628
0.4236547993389047,7.079621758201105
0.4375872112626925,4.993768329768075
0.6022547162926983,5.41763144109048
0.6414749634878436,5.951331642224943
0.7103605819788694,6.681150268004844
0.8712930009765573,7.923344065437582
0.9394051075844168,5.3147322035077025
0.9609840789396307,6.282304353987126
0.9710127579306127,7.893913134618971
1.0204481074802807,7.989379004546572
1.1037514116430513,7.429216824722599
1.1827442586893322,7.661119870808407
1.1872771895424403,8.299634609514744
1.201965612131689,8.973666487313463
1.289262976548533,8.809418547227197
1.3179786240439217,8.631107810142046
1.3547406422245028,9.197170032369275
1.381829513486138,7.797632686654852
1.433532874090464,9.086083312186078
1.4944830465792923,9.278972223386373
1.5896958364551972,8.824508031080147
1.6130951788499626,9.628825214420798
1.62492934676376,7.630616346301109
1.6469415649791273,9.117307093799023
1.8319136200711683,8.993228328637144
1.8619300588033616,10.048928755239268
1.965823616800535,10.554370105095836
1.999965248964936,10.644787800896702
2.088767560948347,9.909950200746924
2.103825610738409,10.805872243524374
2.2308163264061837,11.698707796330529
2.239246880603801,11.611015389883268
2.2741462797332326,12.178690184167775
2.27759501688815,11.34362260164097
2.378928214012823,12.402953128010548
2.4442559200160274,11.045127773259312
2.4535168069690267,14.189829112020108
2.532916025397821,12.036083409398195
2.5435648177039294,12.249264654795708
2.64555612104627,13.089984191924172
2.653894909394454,11.844525617676964
2.7000797319216483,11.824576898140298
2.828069625764096,13.545067609037845
2.9007760721044387,11.542710677413253
2.9614019752214493,12.837018997013677
2.974369508551336,12.423335876234844
2.982823259560307,12.293368839470372
3.015748166745492,12.57126955863091
3.1194499547960196,12.730486455073797
3.1542835092418384,12.202455459995485
3.1798317939397602,12.692647369735646
3.1856895245132364,12.649392569455489
3.335074656047237,14.313808120210113
3.339648702990852,13.234643829423013
3.59507900573786,13.657674416930417
3.637107709426226,13.679218304508712
3.6756187004789654,15.41984747921825
3.687251706609641,13.726153295183705
3.687251706609641,13.740171849208252
3.8344151882577773,15.098271505418227
3.960597028472014,14.772924256430025
3.9650574084698465,14.960078688832312
3.9650574084698465,14.353112664762395
4.103015626715242,15.067478820214225
4.146619399905235,14.257214241577926
4.17022004702574,16.24763286046945
4.236547993389047,17.07962208091894
4.287687009457661,15.260017641141104
4.314184354339734,14.984442916264646
4.3703195379934145,16.08046456067928
4.386015134623204,15.408940937760818
4.471253786176273,16.657159445746257
4.6147936225293185,16.50315724101416
4.663107728563062,16.50734537220617
4.686512016477016,16.653810389307037
4.695476192547066,18.322783926091337
4.805831451862468,17.83675044896282
4.818313802505486,17.732827367230897
4.869029601892346,17.563003490571527
4.90458808617567,18.169101872171648
4.934894668204482,18.747988636262457
4.94186919029692,19.13168944632289
4.990296720956971,19.635136272195404
4.991085013910216,20.300167250682914
5.013243819267022,19.711381472918673
5.027207605271291,18.674205624658837
5.065832049306455,19.344110925542894
5.100168516422151,18.651934188789594
5.128932847261733,20.130328325700795
5.199523746037885,18.978312448434845
5.218483217500717,19.398262706132875
5.288949197529044,20.337260455654527
5.448831829968968,17.08583619942961
5.4881350392732475,17.55518757813214
5.488492886798989,18.297230822152907
5.666014542065751,17.918533994604496
5.680445610939323,21.34624107157633
5.684339488686485,18.789593510263256
5.699649107012203,19.23224512739111
5.701967704178797,17.627234707143755
5.722519057908734,18.58230587799215
5.759464955561793,18.883085677916636
5.761573344178369,18.602544492034247
5.772285886041676,19.36584727350988
5.775429488348517,18.91263220593513
5.812728726358586,19.37895074141782
5.865129348100831,19.539034351881315
5.8990997646112885,19.272495184120786
5.908727608749137,18.92778639296557
5.920419312718391,19.118178950078706
5.994792753175042,20.27782699675646
6.027633760716439,20.53474701261646
6.04845519745046,20.242526841429013
6.063932141279244,20.075580735497876
6.120957227224214,20.310254707221213
6.13965955965898,20.86522500757851
6.169339968747569,19.90268047130048
6.176354970758771,21.266540429835123
6.180154289988415,20.168181351394083
6.18274544401009,21.27015707427775
6.214784014997635,21.401640256022003
6.176354970758771,21.107518705625733
6.274901882541876,21.425146047391573
6.28981843415748,21.040153859529682
6.320761833525309,21.16894362627973
6.4147496348784365,21.75256665678538
6.532008198571336,20.53572716551418
6.563295894652734,21.50436066409862
6.667667154456677,23.134242448871944
6.674103799636817,21.365762888701882
6.706378696181594,22.35574014170171
6.720478068140221,21.84961070113177
6.818202991034834,22.59905638918817
6.84934439018049,22.116368818170465
6.924721193700199,22.24682379392888
6.976311959272648,22.671044606038147
6.994792753175043,21.60367844016258
7.038885835403663,22.926196391717396
7.1424130044190585,22.773312406601273
7.163272041185655,23.228796184108335
7.241676371766296,23.127810618688284
7.252542798196405,23.278806688202664
7.351940221225949,24.173343073172295
7.3926357939830165,24.23061851116748
7.395507950492327,23.593025934399294
7.561066522229187,24.455879426373168
7.632720411856915,24.230801905168093
7.742336894342166,23.824086816815172
7.781567509498504,23.272616576995508
7.805291762864554,24.121779417564243
7.805291762864554,25.066014204313942
7.917250380826646,25.257061127888777
7.9915856421672355,24.387401949889077
8.103020819211784,25.260244218232596
8.136786502009676,25.486871367636015
